zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,country
33635,STANDARD,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33637,STANDARD,Tampa,"Temple Ter, Temple Terr, Temple Terrace",,FL,Hillsborough County,America/New_York,813,US
33646,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33647,STANDARD,Tampa,Tampa Palms,,FL,Hillsborough County,America/New_York,813,US
33650,UNIQUE,Tampa,,Home Shopping Club,FL,Hillsborough County,America/New_York,813,US
33651,UNIQUE,Tampa,,First National Bank Of Fl,FL,Hillsborough County,America/New_York,813,US
33655,UNIQUE,Tampa,,Bank Of America,FL,Hillsborough County,America/New_York,813,US
33660,UNIQUE,Tampa,,Time Inc,FL,Hillsborough County,America/New_York,813,US
33661,UNIQUE,Tampa,,Time Inc,FL,Hillsborough County,America/New_York,813,US
33662,UNIQUE,Tampa,,Time Inc,FL,Hillsborough County,America/New_York,813,US
33663,UNIQUE,Tampa,,Time Customer Service Inc,FL,Hillsborough County,America/New_York,813,US
33664,UNIQUE,Tampa,"Time Customer Service Inc, Time Inc",Time Cs Brm Unique,FL,Hillsborough County,America/New_York,813,US
33672,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33673,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33674,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33675,PO BOX,Tampa,Ybor City,,FL,Hillsborough County,America/New_York,813,US
33677,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33679,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33680,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33681,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33682,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33684,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33685,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33686,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33687,PO BOX,Tampa,Temple Ter,,FL,Hillsborough County,America/New_York,813,US
33688,PO BOX,Tampa,Carrollwood,,FL,Hillsborough County,America/New_York,813,US
33689,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33690,STANDARD,Tampa,Palma Ceia,,FL,Hillsborough County,America/New_York,813,US
33694,PO BOX,Tampa,,,FL,Hillsborough County,America/New_York,813,US
33701,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33702,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,"727,813",US
33703,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,"727,813",US
33704,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33705,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,"813,727",US
33706,STANDARD,Saint Petersburg,"Pass A Grille, Pass A Grille Beach, Saint Pete Beach, St Pete Bch, St Pete Beach, St Petersburg, St Petersburg Beach, Treasure Is, Treasure Island",,FL,Pinellas County,America/New_York,727,US
33707,STANDARD,Saint Petersburg,"Gulfport, S Pasadena, South Pasadena, St Pete Beach, St Petersburg",Pasadena,FL,Pinellas County,America/New_York,727,US
33708,STANDARD,Saint Petersburg,"Madeira Beach, N Redngtn Bch, North Redington Beach, Redingtn Shor, Redington Bch, Redington Beach, Redington Shores, St Petersburg",Johns Pass,FL,Pinellas County,America/New_York,727,US
33709,STANDARD,Saint Petersburg,"Kenneth City, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33710,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33711,STANDARD,Saint Petersburg,"Gulfport, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33712,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,"727,813",US
33713,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33714,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33715,STANDARD,Saint Petersburg,"St Petersburg, Tierra Verde",,FL,Pinellas County,America/New_York,727,US
33716,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33729,UNIQUE,Saint Petersburg,"Home Shopping, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33730,STANDARD,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33731,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33732,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33733,PO BOX,Saint Petersburg,"St Pete, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33734,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33736,PO BOX,Saint Petersburg,"St Pete Beach, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33737,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33738,PO BOX,Saint Petersburg,"Madeira Beach, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33740,PO BOX,Saint Petersburg,"St Petersburg, Treasure Is, Treasure Island",,FL,Pinellas County,America/New_York,727,US
33741,PO BOX,Saint Petersburg,"Pass A Grille, Pass A Grille Beach, St Petersburg",,FL,Pinellas County,America/New_York,727,US
33742,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33743,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33744,PO BOX,Bay Pines,,,FL,Pinellas County,America/New_York,727,US
33747,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33755,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33756,STANDARD,Clearwater,Belleair,,FL,Pinellas County,America/New_York,727,US
33757,PO BOX,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33758,PO BOX,Clearwater,,,FL,Pinellas County,America/New_York,813,US
33759,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,"727,813",US
33760,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33761,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33762,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33763,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33764,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,"727,813",US
33765,STANDARD,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33766,PO BOX,Clearwater,,,FL,Pinellas County,America/New_York,727,US
33767,STANDARD,Clearwater Beach,Clearwater,,FL,Pinellas County,America/New_York,727,US
33769,UNIQUE,Clearwater,,Readers Digest,FL,Pinellas County,America/New_York,727,US
33770,STANDARD,Largo,"Belleair Blf, Belleair Bluffs",,FL,Pinellas County,America/New_York,727,US
33771,STANDARD,Largo,,,FL,Pinellas County,America/New_York,727,US
33772,STANDARD,Seminole,,Largo,FL,Pinellas County,America/New_York,727,US
33773,STANDARD,Largo,,,FL,Pinellas County,America/New_York,"727,813",US
33774,STANDARD,Largo,,Seminole,FL,Pinellas County,America/New_York,727,US
33775,PO BOX,Seminole,,Largo,FL,Pinellas County,America/New_York,727,US
33776,STANDARD,Seminole,Largo,,FL,Pinellas County,America/New_York,727,US
33777,STANDARD,Seminole,Largo,,FL,Pinellas County,America/New_York,727,US
33778,STANDARD,Largo,Seminole,,FL,Pinellas County,America/New_York,727,US
33779,PO BOX,Largo,,,FL,Pinellas County,America/New_York,727,US
33780,PO BOX,Pinellas Park,,,FL,Pinellas County,America/New_York,727,US
33781,STANDARD,Pinellas Park,,,FL,Pinellas County,America/New_York,727,US
33782,STANDARD,Pinellas Park,,,FL,Pinellas County,America/New_York,727,US
33784,PO BOX,Saint Petersburg,St Petersburg,,FL,Pinellas County,America/New_York,727,US
33785,STANDARD,Indian Rocks Beach,"Belleair Bch, Belleair Beach, Indian Rk Bch, Indian Rks Beach, Indian Shores",,FL,Pinellas County,America/New_York,727,US
33786,STANDARD,Belleair Beach,"Belleair Bch, Belleair Shores, Belleair Shrs, Indian Rk Bch, Indian Rks Beach, Indian Rocks Beach",,FL,Pinellas County,America/New_York,727,US
33801,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33802,PO BOX,Lakeland,,,FL,Polk County,America/New_York,863,US
33803,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33804,PO BOX,Lakeland,,,FL,Polk County,America/New_York,863,US
33805,STANDARD,Lakeland,,Gibsonia,FL,Polk County,America/New_York,863,US
33806,PO BOX,Lakeland,,,FL,Polk County,America/New_York,863,US
33807,PO BOX,Lakeland,,,FL,Polk County,America/New_York,863,US
33809,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33810,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33811,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33812,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33813,STANDARD,Lakeland,,,FL,Polk County,America/New_York,"863,813",US
33815,STANDARD,Lakeland,,,FL,Polk County,America/New_York,863,US
33820,PO BOX,Alturas,,,FL,Polk County,America/New_York,863,US
33823,STANDARD,Auburndale,,,FL,Polk County,America/New_York,863,US
33825,STANDARD,Avon Park,,,FL,Highlands County,America/New_York,"863,941",US
33826,PO BOX,Avon Park,,,FL,Highlands County,America/New_York,863,US
33827,STANDARD,Babson Park,,,FL,Polk County,America/New_York,863,US
33830,STANDARD,Bartow,,,FL,Polk County,America/New_York,863,US
33831,PO BOX,Bartow,,,FL,Polk County,America/New_York,863,US
33834,STANDARD,Bowling Green,,,FL,Hardee County,,"863,941",US
33835,PO BOX,Bradley,,,FL,Polk County,America/New_York,863,US
33836,PO BOX,Davenport,,,FL,Polk County,America/New_York,863,US
33837,STANDARD,Davenport,,,FL,Polk County,America/New_York,"863,941",US
33838,STANDARD,Dundee,,,FL,Polk County,America/New_York,863,US
33839,STANDARD,Eagle Lake,,,FL,Polk County,America/New_York,863,US
33840,PO BOX,Eaton Park,,,FL,Polk County,America/New_York,863,US
33841,STANDARD,Fort Meade,,,FL,Polk County,America/New_York,863,US
33843,STANDARD,Frostproof,,,FL,Polk County,America/New_York,863,US
33844,STANDARD,Haines City,,,FL,Polk County,America/New_York,863,US
33845,PO BOX,Haines City,,,FL,Polk County,America/New_York,863,US
33846,PO BOX,Highland City,,,FL,Polk County,America/New_York,863,US
33847,PO BOX,Homeland,,,FL,Polk County,America/New_York,863,US
33848,PO BOX,Intercession City,Intrcsion Cty,,FL,Osceola County,America/New_York,407,US
33849,STANDARD,Kathleen,,,FL,Polk County,America/New_York,863,US
33850,STANDARD,Lake Alfred,,,FL,Polk County,America/New_York,"863,813",US
33851,PO BOX,Lake Hamilton,,,FL,Polk County,America/New_York,863,US
33852,STANDARD,Lake Placid,,,FL,Highlands County,America/New_York,"863,941",US
33853,STANDARD,Lake Wales,,,FL,Polk County,America/New_York,"813,863",US
33854,PO BOX,Lakeshore,"Fedhaven, Lake Wales",,FL,Polk County,America/New_York,863,US
33855,PO BOX,Indian Lake Estates,"Indian Lk Est, Lake Wales",,FL,Polk County,America/New_York,863,US
33856,PO BOX,Nalcrest,Lake Wales,,FL,Polk County,America/New_York,863,US
33857,STANDARD,Lorida,,,FL,Highlands County,America/New_York,863,US
33858,PO BOX,Loughman,,,FL,Polk County,America/New_York,863,US
33859,STANDARD,Lake Wales,,,FL,Polk County,America/New_York,863,US
33860,STANDARD,Mulberry,,,FL,Polk County,America/New_York,863,US
33862,PO BOX,Lake Placid,,,FL,Highlands County,America/New_York,863,US
33863,PO BOX,Nichols,,,FL,Polk County,America/New_York,863,US
33865,STANDARD,Ona,,,FL,Hardee County,America/New_York,863,US
33867,STANDARD,River Ranch,Lake Wales,,FL,Polk County,America/New_York,863,US
33868,STANDARD,Polk City,,,FL,Polk County,America/New_York,863,US
33870,STANDARD,Sebring,,,FL,Highlands County,America/New_York,863,US
33871,PO BOX,Sebring,,,FL,Highlands County,America/New_York,863,US
33872,STANDARD,Sebring,,,FL,Highlands County,America/New_York,863,US
33873,STANDARD,Wauchula,,,FL,Hardee County,America/New_York,863,US
33875,STANDARD,Sebring,,,FL,Highlands County,America/New_York,863,US
33876,STANDARD,Sebring,,,FL,Highlands County,America/New_York,863,US
33877,PO BOX,Waverly,,,FL,Polk County,America/New_York,863,US
33880,STANDARD,Winter Haven,"Eloise, Jpv, Wahneta",,FL,Polk County,America/New_York,863,US
33881,STANDARD,Winter Haven,,Florence Villa,FL,Polk County,America/New_York,"813,863",US
33882,PO BOX,Winter Haven,,,FL,Polk County,America/New_York,863,US
33883,PO BOX,Winter Haven,,Winter Hvn,FL,Polk County,America/New_York,863,US
33884,STANDARD,Winter Haven,"Cypress Gardens, Cypress Gdns",,FL,Polk County,America/New_York,"863,407",US
33885,PO BOX,Winter Haven,"Florence Vill, Florence Villa",,FL,Polk County,America/New_York,863,US
33888,UNIQUE,Winter Haven,,State Farm Ins,FL,Polk County,America/New_York,863,US
33890,STANDARD,Zolfo Springs,,,FL,Hardee County,America/New_York,863,US
33896,STANDARD,Davenport,"Champions Gate, Champions Gt",,FL,Polk County,America/New_York,"863,352,407,321",US
33897,STANDARD,Davenport,,,FL,Polk County,America/New_York,"863,407",US
33898,STANDARD,Lake Wales,,,FL,Polk County,America/New_York,"407,863,941",US
33900,STANDARD,Fort Myers,,,FL,Lee County,America/New_York,239,US
33901,STANDARD,Fort Myers,,"F M, Fmy, Ft Myers",FL,Lee County,America/New_York,"863,239",US
33902,PO BOX,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33903,STANDARD,North Fort Myers,"Fort Myers, N Fort Myers, N Ft Myers, No Fort Myers, No Ft Myers",Ft Myers,FL,Lee County,America/New_York,"941,239",US
33904,STANDARD,Cape Coral,,,FL,Lee County,America/New_York,"813,941,239",US
33905,STANDARD,Fort Myers,Tice,Ft Myers,FL,Lee County,America/New_York,239,US
33906,PO BOX,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33907,STANDARD,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33908,STANDARD,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33909,STANDARD,Cape Coral,,,FL,Lee County,America/New_York,239,US
33910,PO BOX,Cape Coral,"Cape Coral S, Cape Coral South",,FL,Lee County,America/New_York,239,US
33911,PO BOX,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33912,STANDARD,Fort Myers,,"Ft Myers, S Fort Myers, San Carlos Park",FL,Lee County,America/New_York,239,US
33913,STANDARD,Fort Myers,Miromar Lakes,Ft Myers,FL,Lee County,America/New_York,239,US
33914,STANDARD,Cape Coral,,,FL,Lee County,America/New_York,239,US
33915,PO BOX,Cape Coral,,,FL,Lee County,America/New_York,239,US
33916,STANDARD,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,"239,941",US
33917,STANDARD,North Fort Myers,"Fort Myers, N Fort Myers, N Ft Myers, No Fort Myers, No Ft Myers, North Ft Myers",Ft Myers,FL,Lee County,America/New_York,239,US
33918,PO BOX,North Fort Myers,"Fort Myers, N Fort Myers, N Ft Myers, No Fort Myers, North Ft Myers",Ft Myers,FL,Lee County,America/New_York,239,US
33919,STANDARD,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33920,STANDARD,Alva,,,FL,Lee County,,863,US
33921,PO BOX,Boca Grande,,,FL,Lee County,America/New_York,941,US
33922,STANDARD,Bokeelia,,,FL,Lee County,America/New_York,941,US
33924,PO BOX,Captiva,,,FL,Lee County,America/New_York,239,US
33927,PO BOX,El Jobean,,,FL,Charlotte County,America/New_York,,US
33928,STANDARD,Estero,,,FL,Lee County,America/New_York,239,US
33929,PO BOX,Estero,,,FL,Lee County,America/New_York,239,US
33930,PO BOX,Felda,,,FL,Hendry County,America/New_York,863,US
33931,STANDARD,Fort Myers Beach,Ft Myers Bch,Ft Myers Beach,FL,Lee County,America/New_York,239,US
33932,PO BOX,Fort Myers Beach,Ft Myers Bch,Ft Myers Beach,FL,Lee County,America/New_York,239,US
33935,STANDARD,Labelle,"Fort Denaud, Ft Denaud",La Belle,FL,Hendry County,America/New_York,863,US
33936,STANDARD,Lehigh Acres,,Lehigh,FL,Lee County,America/New_York,239,US
33938,PO BOX,Murdock,,,FL,Charlotte County,America/New_York,941,US
33944,PO BOX,Palmdale,,,FL,Glades County,America/New_York,863,US
33945,PO BOX,Pineland,,,FL,Lee County,America/New_York,239,US
33946,STANDARD,Placida,Cape Haze,,FL,Charlotte County,,941,US
33947,STANDARD,Rotonda West,"Cape Haze, Placida",,FL,Charlotte County,America/New_York,941,US
33948,STANDARD,Port Charlotte,Pt Charlotte,,FL,Charlotte County,America/New_York,941,US
33949,PO BOX,Port Charlotte,Pt Charlotte,,FL,Charlotte County,America/New_York,941,US
33950,STANDARD,Punta Gorda,,,FL,Charlotte County,America/New_York,941,US
33951,PO BOX,Punta Gorda,,,FL,Charlotte County,America/New_York,941,US
33952,STANDARD,Port Charlotte,Pt Charlotte,Ft Charlotte,FL,Charlotte County,America/New_York,941,US
33953,STANDARD,Port Charlotte,Pt Charlotte,,FL,Charlotte County,America/New_York,941,US
33954,STANDARD,Port Charlotte,Pt Charlotte,,FL,Charlotte County,America/New_York,941,US
33955,STANDARD,Punta Gorda,,,FL,Charlotte County,America/New_York,941,US
33956,STANDARD,Saint James City,St James City,,FL,Lee County,America/New_York,239,US
33957,STANDARD,Sanibel,,,FL,Lee County,America/New_York,239,US
33960,STANDARD,Venus,,,FL,Highlands County,America/New_York,863,US
33965,UNIQUE,Fort Myers,,"Florida Gulf Coast Univ, Ft Myers",FL,Lee County,America/New_York,239,US
33966,STANDARD,Fort Myers,,Ft Myers,FL,Lee County,America/New_York,239,US
33967,STANDARD,Fort Myers,,"Ft Myers, S Fort Myers, San Carlos Park",FL,Lee County,America/New_York,239,US
33970,PO BOX,Lehigh Acres,,,FL,Lee County,America/New_York,239,US
33971,STANDARD,Lehigh Acres,,Lehigh,FL,Lee County,America/New_York,239,US
33972,STANDARD,Lehigh Acres,,Lehigh,FL,Lee County,America/New_York,"239,863",US
33973,STANDARD,Lehigh Acres,,"Leehigh, Leehigh Acres, Lehigh",FL,Lee County,America/New_York,239,US
33974,STANDARD,Lehigh Acres,,"Leehigh, Leehigh Acres, Lehigh",FL,Lee County,America/New_York,239,US
33975,PO BOX,Labelle,,,FL,Hendry County,America/New_York,863,US
33976,STANDARD,Lehigh Acres,,"Leehigh, Leehigh Acres, Lehigh",FL,Lee County,America/New_York,239,US
33980,STANDARD,Punta Gorda,"Port Charlotte, Pt Charlotte",,FL,Charlotte County,America/New_York,941,US
33981,STANDARD,Port Charlotte,Pt Charlotte,,FL,Charlotte County,America/New_York,941,US
33982,STANDARD,Punta Gorda,,,FL,Charlotte County,America/New_York,941,US
33983,STANDARD,Punta Gorda,"Port Charlotte, Pt Charlotte",,FL,Charlotte County,America/New_York,941,US
33990,STANDARD,Cape Coral,,Fort Myers,FL,Lee County,America/New_York,239,US
33991,STANDARD,Cape Coral,"Matlacha Isle, Matlacha Isles",,FL,Lee County,America/New_York,239,US
33993,STANDARD,Cape Coral,"Fort Myers, Matlacha",,FL,Lee County,America/New_York,239,US
33994,PO BOX,Fort Myers,,"E Fort Myers, Ft Myers",FL,Lee County,America/New_York,239,US
34001,MILITARY,Apo,,,AA,,,,NI
34002,MILITARY,Dpo,,,AA,,,,PA
34004,MILITARY,Dpo,,,AA,,,,US
34006,MILITARY,Apo,,,AA,,,,US
34007,MILITARY,Fpo,,,AA,,,,SV
34008,MILITARY,Dpo,,,AA,,,,US
34009,MILITARY,Apo,,,AA,,,,GY
34010,MILITARY,Apo,,,AA,,,,HN
34011,MILITARY,Dpo,,Apo,AA,,,,US
34020,MILITARY,Dpo,,,AA,,,,US
34021,MILITARY,Dpo,,,AA,,,,US
34022,MILITARY,Dpo,,,AA,,,,US
34023,MILITARY,Dpo,,,AA,,,,US
34024,MILITARY,Dpo,,,AA,,,,US
34025,MILITARY,Dpo,,,AA,,,,US
34030,MILITARY,Dpo,,,AA,,,,US
34031,MILITARY,Dpo,,,AA,,,,US
34032,MILITARY,Dpo,,,AA,,,,US
34033,MILITARY,Dpo,,,AA,,,,US
34034,MILITARY,Dpo,,,AA,,,,US
34035,MILITARY,Dpo,,,AA,,,,US
34036,MILITARY,Dpo,,,AA,,,,US
34037,MILITARY,Dpo,,,AA,,,,US
34038,MILITARY,Apo,,,AA,,,,US
34039,MILITARY,Dpo,,,AA,,,,US
34041,MILITARY,Dpo,,,AA,,,,US
